Player,year,grupos,x,y
A. Losilla,22,1,-2.2936661177929225,-1.5965277074451176
B. Oczipka,22,4,2.374522732452834,-0.8803699635330811
F. Klos,22,5,-3.2267120214525384,6.173400099959536
J. Bellingham,23,1,0.29752646189813603,-2.6323574677665906
J. Musiala,23,3,1.7330519018247736,4.605905777580904
F. Wirtz,23,3,1.8606875538464642,2.290729385365519
J. Kimmich,23,1,1.4162198810402642,-3.2655694126501587
C. Nkunku,23,5,0.027726170486090634,5.456054946237003
J. Gvardiol,23,2,-0.9083258628226755,-6.021034223860937
M. de Ligt,23,2,-1.3602696163111458,-6.16616339614096
A. Davies,23,3,2.0857453391973904,1.9711930259909387
L. Sané,23,3,2.0113124669777056,4.29654612013363
L. Goretzka,23,4,1.2620832427709447,0.474870059654766
K. Coman,23,3,3.5752419363651895,4.0448693971923735
R. Kolo Muani,23,5,0.06133529075865693,4.661846920105707
